Antibody;Ab state;PrEST;Multi-targeting;Gene;Gene desc;ENSG;Uniprot;Protein class;Single cell type Enriched/Enhanced Tissue
HPA028356;862:Antibody Failed;HPRR2551454;0;PEA15;proliferation and apoptosis adaptor protein 15;ENSG00000162734;Q15121;"Mapped to neXtProt;Mapped to UniProt SWISS-PROT;Plasma proteins;Predicted intracellular proteins;Protein evidence (Ezkurdia et al 2014);Protein evidence (Kim et al 2014)";Muller glia cells,Langerhans cells,Cardiomyocytes
HPA030389;862:Antibody Failed;HPRR2551562;0;TRIM46;tripartite motif containing 46;ENSG00000163462;Q7Z4K8;"Cytoskeleton related proteins;Mapped to neXtProt;Mapped to UniProt SWISS-PROT;Predicted intracellular proteins;Protein evidence (Kim et al 2014)";Excitatory neurons,Horizontal cells,Late spermatids,Inhibitory neurons,Oligodendrocytes
HPA034519;862:Antibody Failed;HPRR2090068;0;GRM4;glutamate metabotropic receptor 4;ENSG00000124493;Q14833;"G-protein coupled receptors;Mapped to neXtProt;Mapped to UniProt SWISS-PROT;Predicted intracellular proteins;Predicted membrane proteins;Protein evidence (Kim et al 2014)";Horizontal cells,Inhibitory neurons,Excitatory neurons,Spermatogonia,Late spermatids
HPA035212;862:Antibody Failed;HPRR2850669;0;KCNQ3;potassium voltage-gated channel subfamily Q member 3;ENSG00000184156;O43525;"Disease related genes;Human disease related genes;Mapped to neXtProt;Mapped to UniProt SWISS-PROT;Potential drug targets;Predicted membrane proteins;Transporters;Voltage-gated ion channels";Excitatory neurons,Microglial cells,Inhibitory neurons
HPA037943;862:Antibody Failed;HPRR3020797;0;SHTN1;shootin 1;ENSG00000187164;A0MZ66;"Cytoskeleton related proteins;Mapped to neXtProt;Mapped to UniProt SWISS-PROT;Predicted intracellular proteins;Protein evidence (Ezkurdia et al 2014);Protein evidence (Kim et al 2014)";Oligodendrocytes
HPA038785;862:Antibody Failed;HPRR2760344;0;ADGRB1;adhesion G protein-coupled receptor B1;ENSG00000181790;O14514;"Cancer-related genes;G-protein coupled receptors;Mapped to neXtProt;Mapped to UniProt SWISS-PROT;Plasma proteins;Plasma proteins by Leigh Anderson;Predicted membrane proteins;Predicted secreted proteins;Protein evidence (Kim et al 2014)";Oligodendrocyte precursor cells,Astrocytes,Horizontal cells,Excitatory neurons,Inhibitory neurons,Bipolar cells
HPA039025;862:Antibody Failed;HPRR3070400;0;IQSEC3;IQ motif and Sec7 domain ArfGEF 3;ENSG00000120645;Q9UPP2;"Mapped to neXtProt;Mapped to UniProt SWISS-PROT;Predicted intracellular proteins;Protein evidence (Kim et al 2014)";Horizontal cells,Excitatory neurons,Inhibitory neurons,Spermatocytes,Bipolar cells
HPA039026;862:Antibody Failed;HPRR3070401;0;IQSEC3;IQ motif and Sec7 domain ArfGEF 3;ENSG00000120645;Q9UPP2;"Mapped to neXtProt;Mapped to UniProt SWISS-PROT;Predicted intracellular proteins;Protein evidence (Kim et al 2014)";Horizontal cells,Excitatory neurons,Inhibitory neurons,Spermatocytes,Bipolar cells
HPA040673;862:Antibody Failed;HPRR3100674;0;SKOR1;SKI family transcriptional corepressor 1;ENSG00000188779;P84550;"Mapped to neXtProt;Mapped to UniProt SWISS-PROT;Predicted intracellular proteins";Oocytes,Late spermatids,Early spermatids
HPA044535;862:Antibody Failed;HPRR1850052;0;IGSF21;immunoglobin superfamily member 21;ENSG00000117154;Q96ID5;"Mapped to neXtProt;Mapped to UniProt SWISS-PROT;Predicted intracellular proteins;Protein evidence (Kim et al 2014)";Bipolar cells,Oligodendrocyte precursor cells,Excitatory neurons,Microglial cells
HPA045227;862:Antibody Failed;HPRR3421024;0;GRM3;glutamate metabotropic receptor 3;ENSG00000198822;Q14832;"G-protein coupled receptors;Mapped to neXtProt;Mapped to UniProt SWISS-PROT;Predicted intracellular proteins;Predicted membrane proteins;Protein evidence (Kim et al 2014)";Oligodendrocytes,Astrocytes,Excitatory neurons
HPA045282;862:Antibody Failed;HPRR3430114;0;ADAM22;ADAM metallopeptidase domain 22;ENSG00000008277;Q9P0K1;"Disease related genes;Human disease related genes;Mapped to neXtProt;Mapped to UniProt SWISS-PROT;Plasma proteins by Leigh Anderson;Predicted intracellular proteins;Predicted membrane proteins;Protein evidence (Ezkurdia et al 2014);Protein evidence (Kim et al 2014)";Inhibitory neurons,Excitatory neurons,Oligodendrocyte precursor cells,Oligodendrocytes
HPA048133;862:Antibody Failed;HPRR1950127;0;WSCD2;WSC domain containing 2;ENSG00000075035;Q2TBF2;"Mapped to neXtProt;Mapped to UniProt SWISS-PROT;Predicted intracellular proteins";Bipolar cells,Excitatory neurons,Inhibitory neurons,Horizontal cells,Oligodendrocyte precursor cells
HPA048727;862:Antibody Failed;HPRR3470524;0;TAFA5;TAFA chemokine like family member 5;ENSG00000219438;Q7Z5A7;"Mapped to neXtProt;Mapped to UniProt SWISS-PROT;Predicted intracellular proteins;Predicted secreted proteins";Inhibitory neurons,Astrocytes,Oligodendrocyte precursor cells,Schwann cells,Excitatory neurons,Oligodendrocytes,Muller glia cells,Endometrial stromal cells
HPA049841;862:Antibody Failed;HPRR3300197;0;PDYN;prodynorphin;ENSG00000101327;P01213;"Disease related genes;Human disease related genes;Mapped to neXtProt;Mapped to UniProt SWISS-PROT;Potential drug targets;Predicted secreted proteins;Protein evidence (Kim et al 2014);Transporters";Late spermatids,Early spermatids
HPA049847;862:Antibody Failed;HPRR3390172;1;"PRKAR1A;PRKAR1B";"protein kinase cAMP-dependent type I regulatory subunit alpha;protein kinase cAMP-dependent type I regulatory subunit beta";"ENSG00000108946;ENSG00000188191";"P10644;P31321";"Cancer related proteins;Cancer-related genes;Disease related genes;Human disease related genes;Mapped to neXtProt;Mapped to UniProt SWISS-PROT;Plasma proteins;Plasma proteins by Leigh Anderson;Predicted intracellular proteins;Protein evidence (Ezkurdia et al 2014);Protein evidence (Kim et al 2014)";"Cardiomyocytes,Early spermatids;Oocytes,Late spermatids,Excitatory neurons"
HPA051513;862:Antibody Failed;HPRR3790248;0;HS6ST3;heparan sulfate 6-O-sulfotransferase 3;ENSG00000185352;Q8IZP7;"Mapped to neXtProt;Mapped to UniProt SWISS-PROT;Predicted intracellular proteins";Excitatory neurons,Oligodendrocyte precursor cells,Inhibitory neurons
HPA051540;862:Antibody Failed;HPRR1950202;0;PCDHGC5;protocadherin gamma subfamily C, 5;ENSG00000240764;Q9Y5F6;"Mapped to neXtProt;Mapped to UniProt SWISS-PROT;Predicted membrane proteins;Protein evidence (Kim et al 2014)";
HPA052826;862:Antibody Failed;HPRR3790369;0;VSTM2B;V-set and transmembrane domain containing 2B;ENSG00000187135;A6NLU5;"Mapped to neXtProt;Mapped to UniProt SWISS-PROT;Predicted intracellular proteins";Oligodendrocytes,Oligodendrocyte precursor cells,Excitatory neurons,Inhibitory neurons,Horizontal cells,Bipolar cells
HPA057342;862:Antibody Failed;HPRR2850393;0;CNTNAP4;contactin associated protein family member 4;ENSG00000152910;Q9C0A0;"Mapped to neXtProt;Mapped to UniProt SWISS-PROT;Predicted membrane proteins;Protein evidence (Ezkurdia et al 2014);Protein evidence (Kim et al 2014)";Oligodendrocytes,Inhibitory neurons
HPA058371;862:Antibody Failed;HPRR3910059;0;VGF;VGF nerve growth factor inducible;ENSG00000128564;O15240;"Mapped to neXtProt;Mapped to UniProt SWISS-PROT;Plasma proteins;Predicted secreted proteins;Protein evidence (Ezkurdia et al 2014);Protein evidence (Kim et al 2014)";Pancreatic endocrine cells,Horizontal cells,Enteroendocrine cells,Inhibitory neurons,Distal tubular cells
HPA062111;862:Antibody Failed;HPRR3940013;0;CRH;corticotropin releasing hormone;ENSG00000147571;P06850;"Mapped to neXtProt;Mapped to UniProt SWISS-PROT;Plasma proteins;Plasma proteins by Leigh Anderson;Predicted secreted proteins;Protein evidence (Ezkurdia et al 2014);Protein evidence (Kim et al 2014)";Syncytiotrophoblasts
HPA067809;862:Antibody Failed;HPRR4280182;0;GBX2;gastrulation brain homeobox 2;ENSG00000168505;P52951;"Mapped to neXtProt;Mapped to UniProt SWISS-PROT;Predicted intracellular proteins;Transcription factors;Transcription factors predicted";Late spermatids,Pancreatic endocrine cells,Oocytes,Early spermatids
HPA071024;862:Antibody Failed;HPRR4170025;0;PTPRZ1;protein tyrosine phosphatase receptor type Z1;ENSG00000106278;P23471;"Enzymes;Mapped to neXtProt;Mapped to UniProt SWISS-PROT;Plasma proteins;Predicted membrane proteins;Predicted secreted proteins;Protein evidence (Ezkurdia et al 2014);Protein evidence (Kim et al 2014)";Oligodendrocyte precursor cells
HPA073670;862:Antibody Failed;HPRR4110020;0;RTN4R;reticulon 4 receptor;ENSG00000040608;Q9BZR6;"Disease related genes;Human disease related genes;Mapped to neXtProt;Mapped to UniProt SWISS-PROT;Predicted membrane proteins;Protein evidence (Ezkurdia et al 2014);Protein evidence (Kim et al 2014)";Excitatory neurons,Bipolar cells,Granulosa cells,Muller glia cells
HPA022845;1000:Published;HPRR2540101;0;NEFM;;ENSG00000104722;P07197;"Cytoskeleton related proteins;Mapped to neXtProt;Mapped to UniProt SWISS-PROT;Plasma proteins;Predicted intracellular proteins;Protein evidence (Ezkurdia et al 2014);Protein evidence (Kim et al 2014)";Horizontal cells,Late spermatids,Early spermatids,Excitatory neurons,Bipolar cells
HPA023138;1000:Published;HPRR2540103;0;NEFM;;ENSG00000104722;P07197;"Cytoskeleton related proteins;Mapped to neXtProt;Mapped to UniProt SWISS-PROT;Plasma proteins;Predicted intracellular proteins;Protein evidence (Ezkurdia et al 2014);Protein evidence (Kim et al 2014)";Horizontal cells,Late spermatids,Early spermatids,Excitatory neurons,Bipolar cells
